,call_type,location
4504,Medical Incident,"(37.78608542811721, -122.43327157966019)"
4505,Medical Incident,"(37.79786453814357, -122.39670127433216)"
4506,Alarms,"(37.730313216900235, -122.48620543825633)"
4507,Medical Incident,"(37.789063611220065, -122.40180312648046)"
4508,Medical Incident,"(37.7602986009431, -122.50752953595371)"
4509,Other,"(37.748178766021994, -122.42140394840028)"
4510,Medical Incident,"(37.72970657656649, -122.50678523418836)"
4511,Medical Incident,"(37.752600056170664, -122.49241358966208)"
4512,Medical Incident,"(37.75977774568555, -122.49936190170604)"
4513,Medical Incident,"(37.757307610017534, -122.40661980269415)"
4514,Medical Incident,"(37.78988335136743, -122.41801242278349)"
4515,Structure Fire,"(37.743923082075796, -122.43720578000944)"
4516,Medical Incident,"(37.7797389055689, -122.407159489165)"
4517,Medical Incident,"(37.74490037724256, -122.49738394887615)"
4518,Medical Incident,"(37.764373209666395, -122.41747849146803)"
4519,Medical Incident,"(37.77314480117134, -122.391472934142)"
4520,Medical Incident,"(37.73726073727324, -122.50100675348837)"
4521,Alarms,"(37.802985056576595, -122.41222223167046)"
4522,Traffic Collision,"(37.731236925530666, -122.40508587586237)"
4523,Medical Incident,"(37.71214950882262, -122.41714122572772)"
4524,Traffic Collision,"(37.757307610017534, -122.40661980269415)"
4525,Medical Incident,"(37.71214950882262, -122.41714122572772)"
4526,Citizen Assist / Service Call,"(37.78563178108802, -122.41378261249152)"
4527,Medical Incident,"(37.74581656687657, -122.44007828523043)"
4528,Alarms,"(37.773372370104134, -122.44340157353925)"
4529,Medical Incident,"(37.7793825808027, -122.41848437228396)"
4530,Medical Incident,"(37.70933751909366, -122.41604645252195)"
4531,Medical Incident,"(37.80032604824151, -122.4096872057499)"
4532,Medical Incident,"(37.725881170284005, -122.39245744802503)"
4533,Medical Incident,"(37.78203871461717, -122.40232147637988)"
4534,Medical Incident,"(37.73641225333125, -122.38291964632427)"
4535,Medical Incident,"(37.783991485761376, -122.4080665478042)"
4536,Medical Incident,"(37.75186818202388, -122.46660375429884)"
4537,Alarms,"(37.78263551242943, -122.41486282731442)"
4538,Medical Incident,"(37.7634571930206, -122.41997785302124)"
4539,Medical Incident,"(37.77745741994847, -122.41315769157707)"
4540,Traffic Collision,"(37.757307610017534, -122.40661980269415)"
4541,Alarms,"(37.79406255571054, -122.40832278818522)"
4542,Structure Fire,"(37.76374916070977, -122.49426738312347)"
4543,Other,"(37.74852007553798, -122.42024729644915)"
4544,Medical Incident,"(37.76114316848565, -122.4316887893826)"
4545,Medical Incident,"(37.78186544733037, -122.41428534642068)"
4546,Structure Fire,"(37.789214135744714, -122.44646398918253)"
4547,Medical Incident,"(37.78434553646269, -122.40778514612064)"
4548,Medical Incident,"(37.77874220737065, -122.43046347021475)"
4549,Medical Incident,"(37.79913472048319, -122.40839641540325)"
4550,Alarms,"(37.79371656423641, -122.43227948025584)"
4551,Medical Incident,"(37.78729821394368, -122.39448127463699)"
4552,Medical Incident,"(37.793828593673354, -122.41016162496118)"
4553,Medical Incident,"(37.78449726741347, -122.41613590117875)"
4554,Medical Incident,"(37.79657022011918, -122.40903896263688)"
4555,Medical Incident,"(37.752600056170664, -122.49241358966208)"
4556,Structure Fire,"(37.804438297245156, -122.41160547614237)"
4557,Water Rescue,"(37.7915253713789, -122.483480228628)"
4558,Medical Incident,"(37.771888002792124, -122.48178535301084)"
4559,Medical Incident,"(37.78729494656929, -122.40327706570574)"
4560,Medical Incident,"(37.78294352358201, -122.41998844130423)"
4561,Structure Fire,"(37.78750217928465, -122.45278022054482)"
4562,Citizen Assist / Service Call,"(37.75633027490241, -122.39556536014139)"
4563,Medical Incident,"(37.724384096499904, -122.41857402830094)"
4564,Medical Incident,"(37.77301065118991, -122.49504025889847)"
4565,Alarms,"(37.78263551242943, -122.41486282731442)"
4566,Medical Incident,"(37.7791214916905, -122.46468174643425)"
4567,Medical Incident,"(37.756240343898156, -122.41875532021255)"
4568,Alarms,"(37.768462245901546, -122.43120487845279)"
4569,Medical Incident,"(37.803864967955136, -122.44278202664323)"
4570,Alarms,"(37.77111434426429, -122.39036821259583)"
4571,Medical Incident,"(37.74539143611123, -122.50744262571335)"
4572,Medical Incident,"(37.777712440431586, -122.41273670742505)"
4573,Citizen Assist / Service Call,"(37.723359097821984, -122.40190248960839)"
4574,Medical Incident,"(37.762743660114744, -122.42174765046308)"
4575,Medical Incident,"(37.74867359961202, -122.4073625020145)"
4576,Medical Incident,"(37.77667244903114, -122.39455737062357)"
4577,Medical Incident,"(37.74581656687657, -122.44007828523043)"
4578,Medical Incident,"(37.765183135381626, -122.41748659730092)"
4579,Medical Incident,"(37.780264971810055, -122.40338721034037)"
4580,Medical Incident,"(37.78578700513545, -122.41254776255968)"
4581,Medical Incident,"(37.797333828895, -122.41867166757802)"
4582,Structure Fire,"(37.779666042606245, -122.41371122073035)"
4583,Structure Fire,"(37.76374916070977, -122.49426738312347)"
4584,Medical Incident,"(37.70964927594883, -122.44277101476986)"
4585,Medical Incident,"(37.73726073727324, -122.50100675348837)"
4586,Traffic Collision,"(37.79843073839136, -122.4026626640608)"
4587,Structure Fire,"(37.743923082075796, -122.43720578000944)"
4588,Alarms,"(37.730313216900235, -122.48620543825633)"
4589,Medical Incident,"(37.72095809352011, -122.38716628037392)"
4590,Medical Incident,"(37.71029651961911, -122.41898641481178)"
4591,Medical Incident,"(37.7111885730458, -122.4036501087352)"
4592,Medical Incident,"(37.752600056170664, -122.49241358966208)"
4593,Medical Incident,"(37.79679282865556, -122.41483656842166)"
4594,Medical Incident,"(37.786117211837905, -122.4198542456919)"
4595,Medical Incident,"(37.76950326298874, -122.4504526005638)"
4596,Medical Incident,"(37.80132449631831, -122.41020432213455)"
4597,Medical Incident,"(37.76824602596485, -122.45335228882914)"
4598,Vehicle Fire,"(37.78076435324891, -122.38877800180602)"
4599,Medical Incident,"(37.71214950882262, -122.41714122572772)"
4600,Medical Incident,"(37.780264971810055, -122.40338721034037)"
4601,Medical Incident,"(37.79690190464393, -122.40682767875693)"
4602,Medical Incident,"(37.76226885074992, -122.4640420031679)"
4603,Medical Incident,"(37.79398911700277, -122.40307043871897)"
4604,Outside Fire,"(37.76027168736671, -122.50938162050684)"
4605,Structure Fire,"(37.743923082075796, -122.43720578000944)"
4606,Medical Incident,"(37.780264971810055, -122.40338721034037)"
4607,Structure Fire,"(37.789214135744714, -122.44646398918253)"
4608,Medical Incident,"(37.75186818202388, -122.46660375429884)"
4609,Medical Incident,"(37.728544474924426, -122.47564682932689)"
4610,Alarms,"(37.804438297245156, -122.41160547614237)"
4611,Medical Incident,"(37.803864967955136, -122.44278202664323)"
4612,Structure Fire,"(37.769076130611595, -122.44716728936832)"
4613,Traffic Collision,"(37.79843073839136, -122.4026626640608)"
4614,Medical Incident,"(37.72235602095845, -122.39947597333796)"
4615,Medical Incident,"(37.780660147235345, -122.43129340624525)"
4616,Medical Incident,"(37.757307610017534, -122.40661980269415)"
4617,Medical Incident,"(37.78538566539842, -122.40824888209268)"
4618,Medical Incident,"(37.78367395235669, -122.41507298080322)"
4619,Medical Incident,"(37.78118776896415, -122.3913514497218)"
4620,Medical Incident,"(37.769061235353256, -122.42915988365783)"
4621,Medical Incident,"(37.77514707416219, -122.41925560721361)"
4622,HazMat,"(37.77732776352611, -122.39308855968541)"
4623,Medical Incident,"(37.780026750015004, -122.4362591774677)"
4624,Medical Incident,"(37.75637531320961, -122.44058645521726)"
4625,Medical Incident,"(37.70881490532333, -122.42362409696946)"
4626,Structure Fire,"(37.804438297245156, -122.41160547614237)"
4627,Medical Incident,"(37.73726073727324, -122.50100675348837)"
4628,Traffic Collision,"(37.731236925530666, -122.40508587586237)"
4629,Alarms,"(37.79456754207132, -122.40745780854365)"
4630,Medical Incident,"(37.733143500921194, -122.38099035655132)"
4631,Medical Incident,"(37.78176159407453, -122.41105817541424)"
4632,Alarms,"(37.78398088009425, -122.4201970055251)"
4633,Medical Incident,"(37.78499964266719, -122.42109228187917)"
4634,Medical Incident,"(37.79364042346887, -122.39701034779809)"
4635,Medical Incident,"(37.72867410188058, -122.39144103760296)"
4636,Medical Incident,"(37.78356547554972, -122.41505113624923)"
4637,Medical Incident,"(37.7797389055689, -122.407159489165)"
4638,Medical Incident,"(37.78491618436334, -122.41195004222199)"
4639,Traffic Collision,"(37.779211684542084, -122.41093657380038)"
4640,Medical Incident,"(37.75362874594843, -122.39552313858634)"
4641,Alarms,"(37.79371656423641, -122.43227948025584)"
4642,Other,"(37.748178766021994, -122.42140394840028)"
4643,Medical Incident,"(37.78872975615192, -122.45640356398134)"
4644,Medical Incident,"(37.77953108466273, -122.41354254868111)"
4645,Medical Incident,"(37.78186544733037, -122.41428534642068)"
4646,Medical Incident,"(37.779666042606245, -122.41371122073035)"
4647,Medical Incident,"(37.79896754147675, -122.4118362769324)"
4648,Medical Incident,"(37.776858766546816, -122.39690553197529)"
4649,Alarms,"(37.770198458047965, -122.38957826549131)"
4650,Medical Incident,"(37.72615174302879, -122.3955538588196)"
4651,Structure Fire,"(37.743923082075796, -122.43720578000944)"
4652,Medical Incident,"(37.77667244903114, -122.39455737062357)"
4653,Structure Fire,"(37.76374916070977, -122.49426738312347)"
4654,Medical Incident,"(37.721795066203626, -122.45461655414866)"
4655,Citizen Assist / Service Call,"(37.75633027490241, -122.39556536014139)"
4656,Medical Incident,"(37.78800117772754, -122.4219549071582)"
4657,Alarms,"(37.798713995219465, -122.40961833110674)"
4658,Medical Incident,"(37.76177683437902, -122.43515167277485)"
4659,Medical Incident,"(37.79284854740931, -122.40235128701147)"
4660,Medical Incident,"(37.77643540632464, -122.41506488766639)"
4661,Outside Fire,"(37.784824776605284, -122.40933501548224)"
4662,Structure Fire,"(37.78750217928465, -122.45278022054482)"
4663,Medical Incident,"(37.7450956805183, -122.49296382041948)"
4664,Electrical Hazard,"(37.74784920113312, -122.42361931526602)"
4665,Outside Fire,"(37.709160030699046, -122.45180143122768)"
4666,Medical Incident,"(37.71882735412757, -122.47673006986787)"
4667,Medical Incident,"(37.77986280738222, -122.46842598011555)"
4668,Medical Incident,"(37.79896754147675, -122.4118362769324)"
4669,Alarms,"(37.78383851800258, -122.41377551205974)"
4670,Medical Incident,"(37.78176159407453, -122.41105817541424)"
4671,Alarms,"(37.804438297245156, -122.41160547614237)"
4672,Medical Incident,"(37.790090632912, -122.42065874921207)"
4673,Alarms,"(37.766821331685, -122.42881485800616)"
4674,Medical Incident,"(37.76972086304567, -122.4179492178342)"
4675,Medical Incident,"(37.78947840486939, -122.40616689405341)"
4676,Alarms,"(37.78263551242943, -122.41486282731442)"
4677,Alarms,"(37.730139430902476, -122.43226889442494)"
4678,Medical Incident,"(37.730824614087865, -122.4109829086011)"
4679,Medical Incident,"(37.78859007248051, -122.40062712039)"
4680,Traffic Collision,"(37.76113404014604, -122.48985330866824)"
4681,Medical Incident,"(37.802534060877306, -122.43068741603481)"
4682,Medical Incident,"(37.803864967955136, -122.44278202664323)"
4683,Medical Incident,"(37.78508117426572, -122.40649776780428)"
4684,Medical Incident,"(37.725824973651754, -122.44232442261361)"
4685,Structure Fire,"(37.78750217928465, -122.45278022054482)"
4686,Medical Incident,"(37.781071878714144, -122.46589413917943)"
4687,Structure Fire,"(37.73459870874225, -122.3903445505442)"
4688,Medical Incident,"(37.78656171575074, -122.43329740495292)"
4689,Medical Incident,"(37.71029651961911, -122.41898641481178)"
4690,Medical Incident,"(37.7791214916905, -122.46468174643425)"
4691,Medical Incident,"(37.77981444899151, -122.49862037349651)"
4692,Alarms,"(37.78234046805375, -122.40377191669008)"
4693,Structure Fire,"(37.789214135744714, -122.44646398918253)"
4694,Structure Fire,"(37.77903213273744, -122.40184327443923)"
4695,Medical Incident,"(37.757011408527326, -122.43581310813242)"
4696,Medical Incident,"(37.781585403105, -122.42309018884136)"
4697,Water Rescue,"(37.7915253713789, -122.483480228628)"
4698,Medical Incident,"(37.78366898472847, -122.41092656213232)"
4699,Medical Incident,"(37.77708785906454, -122.46722040279624)"
4700,Traffic Collision,"(37.805786273019585, -122.44220978403153)"
4701,Medical Incident,"(37.787699578632676, -122.4637579155468)"
4702,Alarms,"(37.776494480907566, -122.41135913835731)"
4703,Structure Fire,"(37.743923082075796, -122.43720578000944)"
4704,Medical Incident,"(37.778719428852966, -122.41474122302222)"
4705,Medical Incident,"(37.7111885730458, -122.4036501087352)"
4706,Medical Incident,"(37.79115280758138, -122.39581342276816)"
4707,Alarms,"(37.767244220961615, -122.51022574905221)"
4708,Structure Fire,"(37.789214135744714, -122.44646398918253)"
4709,Traffic Collision,"(37.75421544529792, -122.44220930484828)"
4710,Medical Incident,"(37.75977774568555, -122.49936190170604)"
4711,Vehicle Fire,"(37.78533462122951, -122.42468704259977)"
4712,Medical Incident,"(37.74273600237612, -122.48158176862339)"
4713,Medical Incident,"(37.7828909801953, -122.46549239024095)"
4714,Outside Fire,"(37.74210669660257, -122.39506526610546)"
4715,Medical Incident,"(37.78367395235669, -122.41507298080322)"
4716,Medical Incident,"(37.757011408527326, -122.43581310813242)"
4717,Medical Incident,"(37.78149950760728, -122.40493334786807)"
4718,Medical Incident,"(37.78370693015445, -122.40859511086855)"
4719,Medical Incident,"(37.72095809352011, -122.38716628037392)"
4720,Medical Incident,"(37.787699578632676, -122.4637579155468)"
4721,Medical Incident,"(37.7602986009431, -122.50752953595371)"
4722,Medical Incident,"(37.74817254773626, -122.45869503396155)"
4723,Structure Fire,"(37.786409613771546, -122.4080362362708)"
4724,Medical Incident,"(37.78528040275837, -122.461894057321)"
4725,Traffic Collision,"(37.805786273019585, -122.44220978403153)"
4726,Alarms,"(37.766821331685, -122.42881485800616)"
4727,Medical Incident,"(37.79896754147675, -122.4118362769324)"
4728,Alarms,"(37.78398088009425, -122.4201970055251)"
4729,Traffic Collision,"(37.76113404014604, -122.48985330866824)"
4730,Structure Fire,"(37.73459870874225, -122.3903445505442)"
4731,Medical Incident,"(37.785942726545485, -122.41890255760904)"
4732,Medical Incident,"(37.790069767129, -122.4001731757253)"
4733,Medical Incident,"(37.762743660114744, -122.42174765046308)"
4734,Medical Incident,"(37.79896754147675, -122.4118362769324)"
4735,Citizen Assist / Service Call,"(37.770958280725196, -122.46830096819927)"
4736,Structure Fire,"(37.73459870874225, -122.3903445505442)"
4737,Medical Incident,"(37.78186544733037, -122.41428534642068)"
4738,Structure Fire,"(37.769076130611595, -122.44716728936832)"
4739,Medical Incident,"(37.757011408527326, -122.43581310813242)"
4740,Alarms,"(37.770913337297436, -122.42030499432543)"
4741,Medical Incident,"(37.78578700513545, -122.41254776255968)"
4742,Structure Fire,"(37.789214135744714, -122.44646398918253)"
4743,Outside Fire,"(37.78273163498648, -122.4064794039556)"
4744,Medical Incident,"(37.77604634712713, -122.41128875661012)"
4745,Medical Incident,"(37.780264971810055, -122.40338721034037)"
4746,Medical Incident,"(37.7501075458546, -122.41377922888809)"
4747,Fuel Spill,"(37.74676574636786, -122.42248018580976)"
4748,Medical Incident,"(37.73664558897488, -122.38288389341162)"
4749,Medical Incident,"(37.739853200869874, -122.39126842418042)"
4750,Medical Incident,"(37.75186818202388, -122.46660375429884)"
4751,Medical Incident,"(37.77986280738222, -122.46842598011555)"
4752,Medical Incident,"(37.71873195546816, -122.45026061411932)"
4753,Medical Incident,"(37.80805009690594, -122.40987728293071)"
4754,Water Rescue,"(37.7915253713789, -122.483480228628)"
4755,Medical Incident,"(37.74240621003455, -122.48907990026876)"
4756,Medical Incident,"(37.79919424275753, -122.43584520567705)"
